game_episode,end_x,end_y
153363_80,42.83928573131561,21.09127390384674
153363_81,72.202989757061,43.25324726104736
153363_82,76.00241750478745,27.248056173324585
153363_83,49.45078030228615,19.89913499355316
153363_84,69.01978522539139,34.133047580718994
153363_85,70.77198654413223,25.447352051734924
153363_86,79.5283117890358,34.45076322555542
153364_1,71.59418910741806,39.55749464035034
153364_2,54.83739495277405,31.758562088012695
153364_3,57.665686905384064,31.98440372943878
153364_4,60.90330898761749,29.773305416107178
153364_5,52.71209388971329,21.151876091957092
153364_6,58.2775542140007,20.880132913589478
153364_7,64.02429789304733,26.95117962360382
153364_8,59.41428333520889,41.718538999557495
153364_9,71.53545945882797,31.612534403800964
153364_10,66.23259276151657,27.821720004081726
153364_11,67.17320591211319,28.04609441757202
153364_12,68.32514941692352,31.423107981681824
153364_14,77.3436427116394,40.51291537284851
153364_15,46.38712227344513,28.889945030212402
153364_16,54.4606152176857,33.31063389778137
153364_17,67.83170521259308,32.08338487148285
153364_18,74.07750695943832,27.670613765716553
153364_19,68.77680569887161,36.114174127578735
153364_20,52.933300137519836,41.419925689697266
153364_21,49.65903773903847,27.18369472026825
153364_22,76.88033312559128,28.63874912261963
153364_23,60.34129053354263,28.20936405658722
153364_24,66.83662444353104,35.33209705352783
153364_25,60.42172461748123,25.39034903049469
153364_26,56.22964560985565,26.255709528923035
153364_27,58.3646285533905,42.80786657333374
153364_28,79.15606945753098,41.07066464424133
153364_29,55.107561349868774,26.69172751903534
153364_30,52.00993537902832,32.36440563201904
153364_31,67.78433471918106,31.54605519771576
153364_32,64.5416870713234,44.395832777023315
153364_33,58.87102156877518,31.036797404289246
153364_34,62.458549439907074,21.08939528465271
153364_36,81.51046246290207,41.22112846374512
153364_37,54.04092103242874,20.12413763999939
153364_38,76.11194103956223,28.011274099349976
153364_39,76.33305341005325,39.7813401222229
153364_40,61.471704840660095,25.40018391609192
153364_41,66.46377503871918,42.09435200691223
153364_42,51.20656460523605,20.818626880645752
153364_43,71.06981545686722,37.15930652618408
153364_44,74.01492834091187,33.12864696979523
153364_45,76.58998310565948,40.154226779937744
153364_46,74.69470024108887,15.339318871498108
153364_47,69.31830257177353,30.59168827533722
153364_48,45.61565414071083,21.249815583229065
153364_49,72.34371811151505,35.27696251869202
153364_50,57.821973860263824,28.847261667251587
153364_52,50.658918768167496,22.017106890678406
153364_53,35.98284959793091,15.184449315071106
153364_54,51.41928434371948,36.298222064971924
153364_55,68.05002003908157,47.70759725570679
153364_56,55.11894553899765,36.196821212768555
153364_57,53.25869143009186,26.664539217948914
153364_58,67.1533477306366,36.51289129257202
153364_59,75.61872214078903,38.13725447654724
153364_61,63.36800158023834,37.61457681655884
153364_62,61.029548943042755,33.36824691295624
153364_63,75.052829682827,35.33431816101074
153364_65,75.24847000837326,35.55020332336426
153364_66,78.89667391777039,38.478806495666504
153364_67,69.0476542711258,35.96419668197632
153364_68,57.89166212081909,29.365314722061157
153364_69,68.83305698633194,36.218833684921265
153364_70,53.52960258722305,20.38620400428772
153364_71,77.16431826353073,34.72611975669861
153364_73,46.86931371688843,28.771480560302734
153364_74,65.66172480583191,40.77989411354065
153364_75,44.32289466261864,24.209591269493103
153364_76,71.64064586162567,44.40558052062988
153364_78,65.21317273378372,26.504562735557556
153364_79,70.83133578300476,38.23634099960327
153364_80,70.6295183300972,21.071176528930664
153364_81,79.71049636602402,41.75645589828491
153364_82,79.555304646492,40.62324523925781
153364_84,78.34199041128159,41.52462577819824
153364_85,66.98971956968307,19.660088300704956
153364_86,63.87215405702591,34.023637771606445
153365_1,76.94657295942307,43.54122519493103
153365_2,67.2435137629509,33.707515001297
153365_3,63.9419549703598,45.603158712387085
153365_4,32.505302131175995,13.447766184806824
153365_5,61.96758985519409,35.98234248161316
153365_6,73.3508151769638,36.66131234169006
153365_7,61.97991907596588,31.852030992507935
153365_8,67.15536296367645,40.61850309371948
153365_9,58.19037973880768,33.43846309185028
153365_10,68.16274166107178,48.70744824409485
153365_11,57.35610455274582,26.04615330696106
153365_12,66.07635587453842,37.820008993148804
153365_13,65.93502044677734,44.171590089797974
153365_14,73.80494356155396,45.69927430152893
153365_15,59.20091271400452,29.043904662132263
153365_16,62.716668248176575,23.632285714149475
153365_17,62.74490028619766,28.681019067764282
153365_20,68.34132760763168,31.292360544204712
153365_21,56.81045204401016,27.207879662513733
153365_23,61.52988374233246,27.009917378425598
153365_24,81.52103304862976,42.320738792419434
153365_25,91.59530192613602,49.79693388938904
153365_26,56.56243443489075,26.12286865711212
153365_28,77.08524227142334,39.385050773620605
153365_29,37.49429002404213,18.146326541900635
153365_30,71.61889135837555,36.37094712257385
153365_31,80.45101314783096,41.4807345867157
153365_32,60.95313906669617,27.05267369747162
153365_33,30.18038973212242,13.209592938423157
153365_34,68.62400472164154,48.557653188705444
153365_35,63.37245762348175,28.081690907478333
153365_36,62.92414963245392,41.52392053604126
153365_37,66.47928357124329,28.148638248443604
153365_38,57.44126379489899,18.78381073474884
153365_39,68.51073861122131,46.09108901023865
153365_40,83.95099103450775,45.01890206336975
153365_41,63.03819179534912,30.62856960296631
153365_42,76.61934167146683,42.54782271385193
153365_43,72.99951374530792,39.979963064193726
153365_44,69.52115267515182,34.63136601448059
153365_45,68.96818399429321,29.562833189964294
153365_46,76.37648731470108,38.365375995635986
153365_47,43.705929815769196,23.063742995262146
153365_48,73.24141681194305,36.14860939979553
153365_49,70.00937730073929,38.10937714576721
153365_50,66.64945811033249,32.41665434837341
153365_51,81.0496187210083,44.79371905326843
153365_53,61.23076558113098,38.80846667289734
153365_54,63.61554980278015,41.05424952507019
153365_55,59.02375370264053,26.446380257606506
153365_56,68.50486189126968,29.93230104446411
153365_57,81.45256519317627,31.964863657951355
153365_58,61.17793768644333,27.23104727268219
153365_59,55.088291466236115,23.77937936782837
153365_60,63.865369856357574,27.89051353931427
153365_61,59.311750531196594,36.9187216758728
153365_62,92.49401450157166,49.86448311805725
153365_64,73.35259884595871,39.416126012802124
153365_65,54.20065015554428,20.66184628009796
153365_66,67.22775489091873,31.716571807861328
153365_68,76.18402004241943,32.65958392620087
153365_69,42.12358698248863,24.257805109024048
153365_70,77.07803875207901,40.58707928657532
153365_71,65.55063664913177,35.63755202293396
153365_72,86.3277518749237,45.29577851295471
153365_73,70.9216645359993,37.29730296134949
153365_74,57.94702470302582,32.10811698436737
153365_75,65.74295997619629,32.36483323574066
153365_76,60.72096794843674,28.025836944580078
153365_77,74.48052853345871,35.27241492271423
153365_79,68.36547285318375,31.744068145751953
153365_80,78.65993410348892,39.38476300239563
153365_82,66.99773669242859,23.194982886314392
153365_83,35.429921597242355,18.764769196510315
153365_84,36.51894226670265,17.515361785888672
153365_85,65.86079478263855,32.233396768569946
153365_86,69.48863983154297,36.599032163619995
153365_89,58.45651566982269,31.324268698692322
153365_90,77.95469641685486,44.585437536239624
153365_91,65.86523830890656,24.664324522018433
153365_92,65.9074455499649,30.292110323905945
153365_93,78.59545916318893,39.75685930252075
153366_1,87.09007322788239,54.397674322128296
153366_3,92.08042860031128,21.28285253047943
153366_4,61.72917902469635,44.375741481781006
153366_5,60.97644567489624,17.59043562412262
153366_6,79.192875623703,56.068607807159424
153366_7,59.97213363647461,40.02537822723389
153366_8,55.34748673439026,38.01895618438721
153366_9,61.74591422080994,20.529757261276245
153366_10,70.61381578445435,25.073464274406433
153366_11,66.25238835811615,24.891641497612
153366_12,63.82894545793533,44.5986385345459
153366_13,58.247519731521606,28.540114521980286
153366_14,84.52165246009827,55.801645278930664
153366_15,91.05329811573029,23.75623607635498
153366_16,65.35832583904266,40.1458044052124
153366_17,61.38934314250946,49.2184853553772
153366_18,76.81618988513947,29.431583166122437
153366_19,84.49531674385071,21.87470269203186
153366_20,72.13868379592896,55.0949764251709
153366_21,63.124177157878876,37.65561056137085
153366_22,66.10021948814392,43.92372989654541
153366_23,54.023829102516174,39.63813138008118
153366_24,65.92893719673157,51.606244802474976
153366_25,78.50523054599762,51.10527563095093
153366_27,76.04270964860916,24.969120860099792
153366_28,59.98203456401825,42.122172594070435
153366_29,56.45735442638397,35.149593353271484
153366_30,73.03377270698547,20.18237280845642
153366_31,57.88855165243149,24.272961735725403
153366_32,94.53156530857086,13.441414952278137
153366_33,96.21972978115082,24.536487221717834
153366_35,75.82930147647858,50.976937770843506
153366_36,83.73808979988098,55.21888828277588
153366_37,62.09257811307907,28.477534413337708
153366_38,59.3268084526062,20.80540359020233
153366_39,50.07071793079376,24.604859232902527
153366_40,84.61799561977386,20.264089703559875
153366_41,46.74909442663193,32.38608372211456
153366_42,73.58876287937164,24.55033266544342
153366_43,78.12611639499664,53.40279245376587
153366_44,59.436745047569275,55.77787780761719
153366_46,73.58581513166428,46.507266998291016
153366_47,69.87010717391968,51.26504945755005
153366_48,78.18259298801422,55.7502760887146
153366_49,77.90678143501282,49.38835549354553
153366_50,64.41945880651474,37.167319536209106
153366_51,88.09965491294861,47.04259443283081
153366_52,47.10421979427338,29.816918969154358
153366_53,70.07752597332001,20.715000867843628
153366_54,80.86540639400482,30.776246905326843
153366_55,72.16358006000519,22.142181992530823
153366_56,85.47683537006378,47.897785663604736
153366_57,73.11569005250931,51.44264888763428
153366_58,70.06989687681198,46.73459005355835
153366_59,70.08710145950317,33.45183026790619
153366_60,76.92309737205505,41.98029327392578
153366_61,76.0088324546814,44.53031921386719
153366_62,82.80094385147095,47.3141815662384
153366_64,81.4398854970932,41.5583233833313
153366_65,57.32892394065857,35.123191356658936
153366_66,89.77923274040222,12.679419040679932
153366_67,68.58391910791397,47.533013343811035
153366_68,73.09894859790802,24.399299383163452
153366_69,87.01871395111084,44.594544887542725
153366_71,73.86732816696167,49.267199754714966
153366_72,71.73815310001373,20.368493914604187
153366_73,90.06981432437897,29.84058105945587
153366_74,61.69597774744034,54.20281267166138
153366_75,61.798898577690125,23.944018959999084
153366_76,55.49808472394943,20.093109011650085
153366_77,65.25216937065125,49.93735408782959
153366_78,66.83015942573547,28.382571935653687
153366_79,89.53502655029297,53.49409294128418
153366_80,65.94298750162125,36.576273918151855
153366_81,68.99130284786224,19.806892156600952
153366_82,56.742578744888306,22.48631179332733
153366_83,57.501633167266846,46.20124053955078
153366_84,76.42658025026321,57.40029954910278
153366_85,72.18215525150299,43.28208923339844
153366_86,91.66393876075745,12.313850283622742
153366_88,62.216746509075165,41.81471538543701
153366_89,70.14670729637146,54.768189907073975
153366_90,70.46165317296982,53.56390380859375
153366_92,56.41906499862671,43.674694299697876
153366_93,67.5577461719513,48.5634126663208
153366_94,58.740187883377075,54.58865714073181
153366_95,79.42393898963928,54.049556255340576
153367_1,69.59895819425583,24.885225415229797
153367_2,70.26290863752365,36.9292151927948
153367_3,68.6025819182396,22.86259698867798
153367_4,59.65398967266083,25.117997884750366
153367_7,67.44466155767441,37.60723257064819
153367_8,66.70679211616516,34.21413016319275
153367_9,80.14165610074997,43.14927268028259
153367_10,67.2289690375328,44.74964952468872
153367_11,74.03723984956741,47.08592629432678
153367_12,68.12871426343918,39.6816132068634
153367_13,63.65007787942886,33.1493057012558
153367_14,74.36945289373398,26.4485365152359
153367_16,72.00485229492188,35.07332181930542
153367_17,55.88307559490204,22.184381008148193
153367_18,72.02303320169449,41.76091432571411
153367_19,64.85402941703796,37.697041511535645
153367_21,66.68982535600662,43.35162043571472
153367_22,60.02000480890274,37.812376976013184
153367_24,57.63804316520691,31.38914692401886
153367_25,74.70156580209732,29.256920218467712
153367_26,84.59582805633545,45.59408783912659
153367_27,59.23452079296112,24.684871792793274
153367_28,55.15563279390335,29.98429846763611
153367_30,59.456540644168854,34.96599531173706
153367_31,42.62768626213074,15.114202737808228
153367_32,84.05655294656754,47.20930314064026
153367_33,48.28753709793091,26.090407252311707
153367_34,68.89485329389572,32.06633138656616
153367_35,60.05212962627411,35.63696026802063
153367_36,64.85471159219742,27.049585223197937
153367_37,77.9593151807785,36.59600043296814
153367_38,78.89413297176361,31.673781037330627
153367_39,56.53959721326828,28.042339205741882
153367_40,51.45723268389702,28.15221107006073
153367_41,70.9574881196022,38.110135078430176
153367_42,64.54368352890015,40.340033769607544
153367_43,69.45790439844131,35.22712540626526
153367_44,55.199004113674164,23.744052410125732
153367_45,78.98894906044006,50.36807870864868
153367_46,84.9045842885971,49.124396324157715
153367_47,63.77430886030197,30.32226550579071
153367_48,61.69881910085678,23.104715943336487
153367_49,64.61305886507034,26.33880650997162
153367_50,81.52095794677734,52.174317359924316
153367_51,84.79421585798264,49.67885446548462
153367_52,67.36959725618362,43.79274940490723
153367_53,81.6073876619339,35.175987243652344
153367_54,76.78562968969345,40.61901783943176
153367_55,60.622127652168274,25.144466757774353
153367_56,78.28972578048706,42.294320583343506
153367_58,72.8716591000557,38.13945937156677
153367_59,57.592318654060364,25.30554974079132
153367_60,68.13184350728989,47.99507665634155
153367_61,75.7255294919014,32.277780413627625
153367_62,72.35970228910446,48.49897623062134
153367_63,57.643631994724274,29.644777059555054
153367_64,84.87419933080673,41.75177049636841
153367_65,87.03941076993942,42.62948489189148
153367_66,53.47028464078903,28.14641511440277
153367_67,48.1549197435379,29.08747971057892
153367_68,74.71308767795563,39.03333353996277
153367_69,77.77556598186493,41.26434683799744
153367_70,75.28040081262589,41.4141743183136
153367_71,56.297681629657745,22.66890060901642
153367_72,78.72730046510696,38.12381029129028
153367_73,69.22472566366196,40.038352251052856
153367_74,68.09108823537827,25.03090250492096
153367_75,74.64450091123581,45.16404414176941
153367_76,47.60941118001938,21.679725527763367
153367_77,84.06815618276596,40.183923959732056
153367_78,63.592412173748016,36.04797053337097
153367_79,59.52018320560455,27.58522069454193
153367_80,57.153617441654205,36.46460247039795
153367_81,85.15550583600998,44.63567590713501
153367_82,59.10674750804901,24.155052542686462
153367_83,45.18888473510742,34.88452363014221
153367_84,81.19274407625198,51.114293813705444
153367_85,69.92859899997711,42.51167702674866
153367_87,64.84110563993454,34.019402265548706
153367_89,69.0308627486229,30.588484287261963
153367_90,83.73749524354935,46.06128644943237
153367_92,73.8922244310379,42.63246393203735
153367_93,72.87076413631439,25.332823157310486
153367_94,81.82686030864716,39.712700605392456
153367_95,82.76124000549316,44.953845500946045
153367_96,70.43892860412598,37.67119884490967
153367_97,55.118307173252106,22.87409770488739
153367_98,71.15220844745636,31.6960346698761
153367_99,83.45909893512726,41.3581440448761
153367_101,84.08166825771332,47.54360008239746
153367_102,48.954820185899734,27.76294982433319
153367_103,47.55475580692291,21.530968070030212
153367_104,86.89375072717667,42.378986120224
153367_106,78.43893438577652,28.783666253089905
153367_107,72.77117282152176,37.44266390800476
153367_108,59.69178467988968,26.649437308311462
153367_109,56.0168319940567,24.749640583992004
153367_110,70.96698850393295,47.9155707359314
153367_111,42.76858672499657,32.29650378227234
153368_1,55.3556165099144,28.40732431411743
153368_2,65.57654052972794,33.60555076599121
153368_3,80.7433471083641,39.94114637374878
153368_4,73.48305076360703,37.57603573799133
153368_5,67.4145895242691,36.10779047012329
153368_8,74.5640417933464,41.595956563949585
153368_9,79.33678954839706,40.723336935043335
153368_10,76.32559329271317,40.95154356956482
153368_11,75.44474244117737,36.80570459365845
153368_12,62.46510207653046,24.031710147857666
153368_14,79.8403599858284,42.88030385971069
153368_15,69.09073144197464,33.762600898742676
153368_16,69.41075921058655,29.091105222702026
153368_17,54.31330293416977,22.59944438934326
153368_18,55.225790441036224,25.46363139152527
153368_19,68.40935736894608,28.993723034858704
153368_20,75.53709894418716,36.49714493751526
153368_21,79.71630424261093,40.57723021507263
153368_22,53.0321341753006,29.66431713104248
153368_25,67.19393402338028,33.574203968048096
153368_26,62.296917736530304,22.987862586975098
153368_27,34.724130034446716,14.467962801456451
153368_28,73.0798289179802,38.9528386592865
153368_29,,
153368_30,62.980569899082184,25.241058588027954
153368_31,70.71432083845139,28.348963499069214
153368_32,67.85718351602554,40.98820400238037
153368_33,73.0896046757698,41.40276074409485
153368_34,76.30537837743759,30.925679206848145
153368_36,77.78798907995224,44.61754631996155
153368_37,53.66833448410034,23.23075771331787
153368_38,41.729001849889755,24.66789937019348
153368_39,84.11598354578018,47.1091628074646
153368_41,66.20195746421814,27.91535711288452
153368_42,72.6538136601448,27.763490915298462
153368_44,63.93515199422836,24.34960412979126
153368_45,78.68864178657532,31.02841556072235
153368_46,81.41656011343002,43.39385795593262
153368_47,69.12995964288712,33.9172819852829
153368_48,63.14159452915192,26.188387274742126
153368_49,76.15063101053238,27.922956705093384
153368_51,64.70329374074936,27.362501978874207
153368_52,76.95324450731277,39.684993505477905
153368_53,59.64391350746155,36.299089431762695
153368_54,76.08149349689484,33.03723502159119
153368_55,55.879351794719696,27.60864567756653
153368_57,72.1291708946228,37.742172956466675
153368_58,64.65455889701843,38.505767822265625
153368_59,69.60169315338135,37.629066705703735
153368_60,73.6955013871193,35.47873878479004
153368_61,69.64231699705124,25.75386893749237
153368_62,61.860826313495636,37.93029427528381
153368_63,67.80847370624542,41.77200365066528
153368_64,80.24814426898956,38.09677195549011
153368_65,77.20489829778671,36.25510096549988
153368_66,60.656718313694,30.589380025863647
153368_68,63.170752823352814,23.686386704444885
153368_69,78.87491315603256,39.77558875083923
153368_70,80.56289613246918,41.084214210510254
153368_71,70.41483968496323,34.01804041862488
153368_73,82.43506640195847,38.16134214401245
153368_74,73.45745354890823,32.517216205596924
153368_75,64.93786185979843,38.20751118659973
153368_76,81.51763468980789,39.131455421447754
153368_77,69.39833611249924,30.413776755332947
153368_78,74.20457303524017,25.926055431365967
153368_79,70.42247503995895,42.476208209991455
153368_80,73.43461632728577,34.467344522476196
153368_81,80.7998862862587,36.17923879623413
153368_82,78.53925794363022,43.33550524711609
153368_84,76.50491148233414,35.697789430618286
153368_85,69.18571650981903,40.09520936012268
153368_86,64.80195254087448,25.74584174156189
153369_1,69.73344057798386,37.45719027519226
153369_2,82.04772859811783,44.68446731567383
153369_3,51.4885438978672,29.980214953422546
153369_4,51.90161347389221,19.561036229133606
153369_5,60.2730667591095,42.66710186004639
153369_7,59.44884270429611,36.92983531951904
153369_10,69.43465411663055,56.53842878341675
153369_11,71.71261847019196,28.84361183643341
153369_12,83.0075678229332,43.43905830383301
153369_13,80.70272952318192,41.31692385673523
153369_14,59.314185082912445,43.87434673309326
153369_15,70.48137992620468,30.022959113121033
153369_16,71.807841360569,44.3626012802124
153369_17,78.04960012435913,53.947887897491455
153369_18,61.108843982219696,25.403406143188477
153369_19,75.3626999258995,39.870115518569946
153369_20,68.97113800048828,35.2890043258667
153369_21,63.55715185403824,35.00133037567139
153369_22,65.83423376083374,45.45683717727661
153369_23,79.93478804826736,45.583152532577515
153369_24,70.9734097123146,37.07904672622681
153369_25,66.80175215005875,28.081921935081482
153369_26,82.29281097650528,46.91676950454712
153369_27,74.8840194940567,36.21350383758545
153369_28,76.02041065692902,40.210240840911865
153369_29,57.55911111831665,35.128679275512695
153369_30,69.13116127252579,26.78222954273224
153369_31,62.29801923036575,24.718188405036926
153369_33,57.8594371676445,32.31520485877991
153369_34,82.41204768419266,46.05297350883484
153369_35,74.88333106040955,37.69636058807373
153369_37,66.11786842346191,38.92987775802612
153369_38,80.08894085884094,18.73515510559082
153369_39,65.19957929849625,26.910887598991394
153369_41,79.69740986824036,34.54952549934387
153369_42,61.98756694793701,33.47450542449951
153369_43,64.59862053394318,21.442638516426086
153369_44,76.84778273105621,51.566771507263184
153369_45,37.54311561584473,16.502816438674927
153369_46,75.0997245311737,48.388901710510254
153369_50,76.62681430578232,30.41973078250885
153369_51,68.6375042796135,41.88139724731445
153369_52,74.46349292993546,41.649696826934814
153369_54,68.07944118976593,53.53362703323364
153369_55,45.75708657503128,17.182708382606506
153369_56,45.98756790161133,16.766880989074707
153369_57,71.70032054185867,33.02625918388367
153369_58,49.3007518351078,22.28162133693695
153369_60,78.26842188835144,21.595753073692322
153369_62,85.47792434692383,47.454018115997314
153369_63,67.37604349851608,52.77560520172119
153369_65,70.64972698688507,19.520622611045837
153369_66,72.76421338319778,20.8834969997406
153369_67,74.5304024219513,37.41460418701172
153369_68,79.95814472436905,53.726449966430664
153369_69,75.69746017456055,28.21541941165924
153369_70,72.61336505413055,46.30100393295288
153369_71,70.3979417681694,31.809963703155518
153369_72,71.21437400579453,24.466951966285706
153369_73,62.20434218645096,38.759241580963135
153369_76,51.48783668875694,22.734824538230896
153369_77,67.92454361915588,28.097246766090393
153369_78,59.052004516124725,29.52333962917328
153369_80,68.84733259677887,41.19974422454834
153369_82,56.39463812112808,26.243473172187805
153369_83,76.33610129356384,52.97437000274658
153369_84,72.90867179632187,26.388522028923035
153369_85,78.24400126934052,55.178494930267334
153369_86,73.66096705198288,36.65021085739136
153369_88,66.80858016014099,30.478209137916565
153370_1,64.27511930465698,31.099642992019653
153370_2,56.16231054067612,22.651113510131836
153370_3,59.6644788980484,23.371214389801025
153370_4,64.55633193254471,24.006898999214172
153370_5,74.15438622236252,27.990856528282166
153370_6,68.86321038007736,25.306447505950928
153370_7,61.06449633836746,29.076493740081787
153370_8,69.34676617383957,36.62553548812866
153370_9,70.16073256731033,47.68120741844177
153370_10,63.69274824857712,24.803159952163696
153370_11,72.4725803732872,33.138996601104736
153370_12,62.994851768016815,27.14457607269287
153370_13,71.59731209278107,41.68017220497131
153370_14,73.48432749509811,32.5511691570282
153370_16,66.05068355798721,15.477683126926422
153370_17,70.7682940363884,39.600502252578735
153370_18,60.7420089840889,19.24660563468933
153370_19,70.26114374399185,27.880885362625122
153370_20,73.94980251789093,41.93150997161865
153370_21,64.41408902406693,34.348251819610596
153370_22,73.87733548879623,31.82612144947052
153370_23,69.19079214334488,32.16897249221802
153370_24,61.383967101573944,28.005443692207336
153370_25,68.54756981134415,34.198424339294434
153370_26,67.10557669401169,20.657843828201294
153370_27,63.788290321826935,24.90760064125061
153370_28,74.16909992694855,27.89344596862793
153370_30,74.3501016497612,36.77355933189392
153370_31,64.75400626659393,22.97302007675171
153370_32,67.67316520214081,34.96975255012512
153370_33,80.9824651479721,40.217418909072876
153370_35,78.62039297819138,43.445863485336304
153370_36,71.63332343101501,26.12899899482727
153370_37,67.48949736356735,38.20663571357727
153370_38,59.60123687982559,35.550450563430786
153370_39,60.02768397331238,32.33573794364929
153370_40,69.99145299196243,48.31897735595703
153370_41,79.50440436601639,27.037306308746338
153370_42,65.16873747110367,43.49932813644409
153370_43,49.146467596292496,29.895723700523376
153370_44,44.6981880068779,18.655118227005005
153370_45,77.45618283748627,26.904465436935425
153370_46,77.59746819734573,15.91200590133667
153370_47,75.97292125225067,26.950901985168457
153370_49,65.42467832565308,26.97160530090332
153370_50,66.37225717306137,27.533051013946533
153370_51,76.01742535829544,37.160972356796265
153370_53,56.18393987417221,35.222310304641724
153370_54,69.59731221199036,38.525834798812866
153370_55,62.090694308280945,35.755611181259155
153370_56,43.519235998392105,34.07696056365967
153370_57,63.591129183769226,29.55647385120392
153370_58,65.57487577199936,29.72462749481201
153370_59,73.13948482275009,34.33184885978699
153370_60,71.8038359284401,26.74371886253357
153370_61,82.07049697637558,45.683730602264404
153370_63,68.43524247407913,23.82349145412445
153370_64,80.14166861772537,41.302369117736816
153370_65,77.77355700731277,23.492828130722046
153370_66,58.64413261413574,21.722949981689453
153370_67,57.5288325548172,22.44759237766266
153370_68,80.26173770427704,40.309412479400635
153370_69,65.6104364991188,31.856311082839966
153370_70,38.61199647188187,17.169791102409363
153370_71,67.5140181183815,33.19538760185242
153370_72,66.10108941793442,17.730422139167786
153370_73,73.32834094762802,45.71791458129883
153370_74,38.59671011567116,15.94711297750473
153370_75,75.41390687227249,38.89706373214722
153370_76,73.63475650548935,26.585440635681152
153370_78,52.770153880119324,28.967939138412476
153370_79,62.494967579841614,30.099230647087097
153370_80,61.609341502189636,18.633991360664368
153370_81,42.919557094573975,21.147974967956543
153370_83,63.34301143884659,22.52458131313324
153370_85,61.107780039310455,26.977060794830322
153370_86,76.19325131177902,26.788315296173096
153370_88,65.927754342556,35.17865014076233
153370_89,73.22419971227646,17.349415063858032
153370_90,76.53249263763428,30.879123091697693
153370_91,74.92897421121597,24.531846404075623
153370_92,50.356120616197586,37.483142375946045
153371_1,55.92655956745148,19.989476919174194
153371_2,50.92855006456375,30.519561052322388
153371_3,71.28789246082306,27.412845730781555
153371_4,76.15037441253662,42.03278112411499
153371_5,75.80914914608002,46.16675662994385
153371_6,78.71226757764816,51.0571448802948
153371_7,63.84524255990982,23.728115558624268
153371_8,74.51508164405823,21.980000615119934
153371_9,72.02384054660797,24.33939838409424
153371_10,57.99572825431824,17.32999050617218
153371_11,72.26558715105057,34.949835538864136
153371_12,78.66459041833878,48.45364212989807
153371_13,78.74510586261749,44.838364124298096
153371_14,90.56105554103851,21.080490589141846
153371_15,,
153371_16,71.31462872028351,42.16836190223694
153371_17,71.96319580078125,43.25088024139404
153371_18,71.8087488412857,42.51764726638794
153371_19,71.33778512477875,51.20004963874817
153371_20,68.58240455389023,34.1790828704834
153371_21,68.36515992879868,28.80205523967743
153371_22,60.209881067276,18.977417945861816
153371_23,66.0758489370346,49.0225293636322
153371_24,91.98779046535492,45.65755558013916
