<<<<<<< HEAD
game_episode,end_x,end_y
153365_103,0.70204216,0.30451968
153365_104,0.58102113,0.732627
153365_105,0.56133616,0.521573
153365_106,0.5343089,0.45758805
153365_107,0.6777061,0.34706202
153365_108,0.39553785,0.43358257
153365_109,0.8880839,0.6780105
153365_11,0.39361787,0.34306237
153365_110,0.43256783,0.3108523
153365_111,0.38314334,0.3311283
153365_112,0.65183794,0.33085105
153365_113,0.27210653,0.50140613
153365_114,,
153365_115,,
153365_116,0.3985543,0.1303565
153365_117,0.3638832,0.7659386
153365_118,0.66513574,0.6081698
153365_119,0.41142315,0.20909894
153365_12,0.6621855,0.67631745
153365_120,0.2869961,0.22192731
153365_121,,
153365_122,0.74048954,0.71141094
153365_123,0.3829565,0.40668556
153365_124,0.8804235,0.6229052
153365_125,0.3083505,0.3838863
153365_126,0.8016915,0.6729186
153365_127,0.38806155,0.44776633
153365_128,0.6949597,0.42588827
153365_129,0.64887744,0.6601079
153365_13,,
153365_130,0.22626564,0.19341886
153365_131,0.852917,0.57252246
153365_132,0.45868984,0.5217884
153365_133,0.81466603,0.50727016
153365_134,0.52812916,0.4952325
153365_135,0.5544374,0.5600354
153365_136,0.5856383,0.47570565
153365_137,0.5597435,0.6988829
153365_138,0.65471196,0.65770173
153365_139,0.4322768,0.14270213
153365_14,0.36747673,0.090522304
153365_140,0.8387934,0.6781946
153365_141,0.22312862,0.11640355
153365_142,0.95866776,0.3583948
153365_143,0.24215123,0.72153
153365_144,0.63438404,0.3915448
153365_145,0.31651822,0.2939101
153365_146,0.3738062,0.29408586
153365_147,,
153365_148,0.70444256,0.4154975
153365_149,0.7331583,0.25238892
153365_15,0.2709675,0.3006337
153365_150,0.23733124,0.3104907
153365_151,,
153365_152,0.30775514,0.22680658
153365_153,,
153365_154,0.20747064,0.15513176
153365_155,0.5355805,0.3291705
153365_156,0.75461894,0.519144
153365_157,,
153365_158,0.4477706,0.7353891
153365_159,0.44008425,0.40717578
153365_16,0.37168166,0.11672509
153365_160,0.3394975,0.25352642
153365_161,0.6409842,0.3121408
153365_162,0.21217996,0.023848545
153365_163,0.6640063,0.877047
153365_164,0.2728234,0.07154426
153365_165,0.68497837,0.8268636
153365_166,0.44874611,0.10443911
153365_167,0.6712716,0.8031892
153365_168,0.49833798,0.6067098
153365_169,0.5576748,0.2482253
153365_17,0.7849053,0.36268392
153365_170,0.3299446,0.26635185
153365_171,0.31492746,0.14782359
153365_172,0.8361348,0.77381223
153365_173,0.46622258,0.61908907
153365_174,0.3703987,0.6542781
153365_175,0.35685548,0.08315906
153365_176,0.47391087,0.66171306
153365_177,0.71880203,0.37341464
153365_178,0.39626878,0.6034042
153365_179,0.6954571,0.29112005
153365_18,0.19633207,0.265076
153365_180,0.27252614,0.34045485
153365_181,0.82928205,0.39666393
153365_182,0.29953715,0.75044495
153365_183,0.87139297,0.24547043
153365_184,,
153365_185,0.8058508,0.7567278
153365_186,0.23598835,0.06351882
153365_187,0.7101746,0.30476874
153365_188,,
153365_189,0.5630597,0.6706278
153365_19,0.8109384,0.25753045
153365_190,0.37415335,0.19722447
153365_191,0.6211433,0.7213587
153365_192,0.6233804,0.31582987
153365_193,0.6271487,0.52084166
153365_194,0.60248953,0.12646067
153365_195,0.6383316,0.85154676
153365_196,0.25557074,0.79803306
153365_197,,
153365_198,0.16953695,0.23392296
153365_199,0.30982614,0.07235433
153365_2,0.49481633,0.18367666
153365_20,0.44491,0.5568863
153365_200,0.5273421,0.87651086
153365_201,0.55070484,0.3970712
153365_202,0.7891845,0.4645743
153365_203,0.15693977,0.27808127
153365_204,,
153365_205,,
153365_206,0.52172744,0.85825104
153365_207,,
153365_208,0.34124976,0.83943444
153365_209,0.51359624,0.65787995
153365_21,0.3355749,0.20397514
153365_210,0.25173834,0.10168159
153365_211,,
153365_212,0.5887641,0.9486342
153365_213,0.60400856,0.27844283
153365_214,0.38678235,0.77614194
153365_215,0.6300567,0.13258247
153365_216,0.49707186,0.9907344
153365_217,0.5939077,0.2558411
153365_218,0.49820805,0.09507465
153365_219,,
153365_22,0.30172136,0.23653123
153365_220,0.22226092,0.038109135
153365_221,0.7176992,0.44519815
153365_222,0.4138181,0.10088855
153365_223,,
153365_224,0.28519094,0.34488526
153365_225,0.3539479,0.0505435
153365_226,0.28257635,0.36337322
153365_227,0.64469004,0.08608946
153365_228,,
153365_229,0.36432016,0.9685901
153365_23,0.33226416,0.14098394
153365_230,0.35450244,0.7033979
153365_231,0.811436,0.16498238
153365_232,0.4371886,0.62884766
153365_233,,
153365_234,0.73594403,0.6110408
153365_235,0.43754014,0.21180066
153365_236,0.8941726,0.60157734
153365_237,0.18856573,0.2692456
153365_238,0.8159807,0.22927436
153365_239,0.23458019,0.7937866
153365_24,,
153365_240,0.49047413,0.121656895
153365_241,0.16563755,0.2934661
153365_242,0.9015799,0.39503238
153365_243,0.66896605,0.43604714
153365_244,0.2632966,0.13272822
153365_245,,
153365_246,0.22520515,0.22983316
153365_247,0.9586018,0.63715273
153365_248,,
153365_249,0.33584988,0.8813934
153365_25,,
153365_250,0.73666877,0.20624834
153365_251,0.20881873,0.3725121
153365_252,0.9417394,0.32372007
153365_253,0.31280372,0.7236964
153365_254,0.7662597,0.23898533
153365_255,0.7434545,0.5593842
153365_256,0.2585149,0.24126554
153365_257,0.7676986,0.46723482
153365_258,,
153365_259,0.39001247,0.2854894
153365_26,0.72868425,0.25629076
153365_260,0.9182642,0.7913082
153365_261,0.3838704,0.14064611
153365_262,0.4064538,0.35009816
153365_263,0.359866,0.06422727
153365_264,0.64283204,0.7504625
153365_265,0.48264116,0.2806038
153365_266,0.34047395,0.30663154
153365_267,,
153365_268,,
153365_269,0.50189483,0.6542763
153365_27,0.28120306,0.33625966
153365_270,0.62728614,0.44134146
153365_271,0.30727237,0.255295
153365_272,0.7497594,0.593273
153365_273,0.26267263,0.17627214
153365_274,0.6838587,0.7449421
153365_275,0.87644,0.513127
153365_276,0.44568655,0.6163459
153365_277,0.21569946,0.10062295
153365_278,0.8046733,0.47665605
153365_279,0.4837105,0.85516983
153365_28,0.66718304,0.47858545
153365_280,,
153365_281,,
153365_282,0.50863504,0.6663155
153365_283,,
153365_284,0.16924167,0.23628193
153365_285,0.29222783,0.052850995
153365_286,0.6714888,0.9066218
153365_287,0.66064495,0.27823177
153365_288,0.23305085,0.17429027
153365_289,0.33703595,0.19345146
153365_29,0.39377472,0.6117595
153365_290,0.71246207,0.4473665
153365_291,0.27256188,0.23032731
153365_292,0.74274296,0.45434234
153365_293,0.25846916,0.22121194
153365_294,0.414086,0.18084483
153365_295,,
153365_296,0.5166829,0.69494194
153365_297,0.4746907,0.7617145
153365_298,0.63846344,0.17729577
153365_299,0.74694866,0.48869744
153365_3,0.35567132,0.39036065
153365_30,0.35369903,0.089098915
153365_300,,
153365_301,0.5081349,0.14220326
153365_302,,
153365_303,0.51540494,0.22568026
153365_304,0.2543587,0.1648669
153365_305,0.6710039,0.5655796
153365_306,0.4732823,0.5895842
153365_307,0.8722839,0.55282146
153365_308,0.44659215,0.68824357
153365_309,0.3688519,0.09949121
153365_31,,
153365_310,0.5411711,0.86216456
153365_311,0.28255734,0.11050515
153365_312,0.81604373,0.7409527
153365_313,0.706576,0.63125867
153365_314,,
153365_315,0.2215538,0.34378165
153365_316,0.25717294,0.2442939
153365_317,,
153365_318,0.41692832,0.41354027
153365_319,,
153365_32,0.21922788,0.053962175
153365_33,0.8826593,0.91973275
153365_34,0.20457393,0.04873867
153365_35,,
153365_36,0.3835369,0.8752777
153365_37,0.8427488,0.31862336
153365_38,0.3054494,0.9785022
153365_39,0.7723973,0.39126095
153365_4,0.5896856,0.5538332
153365_40,0.5660848,0.8126715
153365_41,0.5216035,0.26990518
153365_42,0.59811354,0.7994184
153365_43,0.44533095,0.44586083
153365_44,,
153365_45,0.28230545,0.81100094
153365_46,0.89758784,0.1603657
153365_47,0.18241632,0.35463658
153365_48,0.97339416,0.35888723
153365_49,,
153365_5,0.50288737,0.3458825
153365_50,0.34562245,0.24079281
153365_51,,
153365_52,,
153365_53,0.47116968,0.19738275
153365_54,0.5854751,0.38931414
153365_55,,
153365_56,0.17032278,0.22414175
153365_57,0.62312,0.4520006
153365_58,0.30780292,0.96976024
153365_59,0.74388844,0.63053095
153365_6,0.68007165,0.7263491
153365_60,0.5502597,0.24315396
153365_61,0.6453833,0.70935184
153365_62,,
153365_63,0.45137134,0.36403045
153365_64,0.35355863,0.26392785
153365_65,,
153365_66,0.29445818,0.8667881
153365_67,0.7105271,0.3245189
153365_68,,
153365_69,0.41502026,0.20499608
153365_7,0.36778882,0.19280308
153365_70,,
153365_71,0.58192205,0.25073406
153365_72,0.74303824,0.33204028
153365_73,0.4558482,0.72778696
153365_74,0.46692607,0.5111639
153365_75,0.68523806,0.61020577
153365_76,0.6223373,0.16770026
153365_77,0.30622935,0.38860503
153365_78,0.49623904,0.25246796
153365_79,,
153365_8,0.720362,0.45523688
153365_80,0.44964033,0.15618178
153365_81,0.767173,0.622052
153365_82,0.24924743,0.59694904
153365_83,0.47063544,0.15242948
153365_84,,
153365_85,0.32276326,0.063105464
153365_86,0.42711452,0.38895878
153365_87,0.21840411,0.10733631
153365_88,0.78064054,0.7134579
153365_89,0.3940855,0.37088862
153365_9,0.3787808,0.057153482
153365_90,0.42638034,0.27623916
153365_91,0.23841512,0.12656716
153365_92,0.79956204,0.6594352
153365_93,0.3051184,0.72004575
153365_94,0.67869085,0.7410849
153365_95,0.5201379,0.32998243
153365_96,0.35918328,0.2900687
153365_97,0.6481967,0.44884577
153365_98,0.47567323,0.85361403
153365_99,,
153366_1,0.6339398,0.42731622
153366_10,0.37717223,0.4624097
153366_100,0.28839532,0.37516615
153366_101,0.8049285,0.45950666
153366_102,0.21465874,0.15234062
153366_103,0.80932945,0.62407166
153366_104,0.4860681,0.40076002
153366_105,0.4424816,0.535785
153366_106,0.8025724,0.521208
153366_107,0.2544379,0.5193465
153366_108,0.9094319,0.4621912
153366_109,0.2646107,0.53815615
153366_11,0.31270066,0.23656493
153366_110,0.46038547,0.196691
153366_111,0.32078907,0.8127943
153366_112,,
153366_113,0.23857415,0.3482342
153366_114,0.85868794,0.35913995
153366_115,0.22009796,0.2670171
153366_116,,
153366_117,,
153366_118,0.29095444,0.20679331
153366_119,,
153366_12,0.32414052,0.1475165
153366_120,0.56206924,0.35473657
153366_121,,
153366_122,0.615714,0.3627354
153366_123,,
153366_124,,
153366_125,,
153366_126,0.39966586,0.6681239
153366_127,0.8629337,0.36105728
153366_128,0.28941143,0.8020925
153366_129,0.8394231,0.22263321
153366_13,0.5147648,0.46679255
153366_130,0.38247028,0.7238218
153366_131,0.67158425,0.6961594
153366_132,0.5233606,0.3630035
153366_133,0.74686456,0.6285453
